Produto,Preço,Pgto.,Nº Parcelas,Data,Cliente,E-mail,DDD,Telefone
Produto B,R$ 750,Pix,7,17/12/2018,Mariana Santos,marianasantos@yahoo.com,90,969943429
Produto C,R$ 750,Cartão de Crédito,1,07/10/2018,Pedro Pereira,pedropereira@hotmail.com,70,984002533
Produto A,R$ 1000,Pix,4,19/11/2018,Tércio Martins,térciomartins@outlook.com,88,993364337
Produto A,R$ 750,Pix,4,13/02/2018,Alefy Almeida,alefyalmeida@outlook.com,34,984508998
Produto A,R$ 1000,Boleto Bancário,10,13/02/2018,Samuel Martins,samuelmartins@yahoo.com,52,907081581
Produto C,R$ 500,Cartão de Crédito,7,04/09/2018,Alefy Oliveira,alefyoliveira@hotmail.com,57,978593290
Produto C,R$ 1000,Cartão de Crédito,12,23/10/2018,Samuel Silva,samuelsilva@yahoo.com,47,978045767
Produto C,R$ 500,Cartão de Crédito,4,10/07/2018,Rafael Costa,rafaelcosta@hotmail.com,65,950465894
Produto A,R$ 1200,Cartão de Crédito,5,23/02/2018,Tamires Santos,tamiressantos@yahoo.com,80,912087164
Produto A,R$ 1200,Cartão de Crédito,12,24/07/2018,Mariana Souza,marianasouza@gmail.com,20,926182447
Produto C,R$ 500,Pix,1,08/09/2018,Lucas Pereira,lucaspereira@outlook.com,18,960788210
Produto C,R$ 750,Boleto Bancário,7,18/12/2018,Rafael Martins,rafaelmartins@hotmail.com,34,977456581
Produto C,R$ 1200,Pix,7,10/04/2018,Presley Almeida,presleyalmeida@outlook.com,49,989365968
Produto A,R$ 750,Cartão de Crédito,12,20/02/2018,Alefy Pereira,alefypereira@outlook.com,23,951997141
Produto C,R$ 1000,Cartão de Crédito,2,25/10/2018,Jhonn Silva,jhonnsilva@outlook.com,12,957183992
Produto A,R$ 1200,Pix,11,28/02/2018,Mariana Pereira,marianapereira@yahoo.com,87,963409736
Produto A,R$ 1200,Boleto Bancário,11,03/07/2018,Tamires Almeida,tamiresalmeida@hotmail.com,80,941094594
Produto B,R$ 1000,Pix,11,12/02/2018,Danubia Costa,danubiacosta@hotmail.com,46,970501158
Produto C,R$ 1200,Boleto Bancário,12,02/06/2018,Bianca Martins,biancamartins@hotmail.com,60,990936395
Produto A,R$ 750,Boleto Bancário,4,06/04/2018,Danubia Santos,danubiasantos@outlook.com,17,915765546
Produto A,R$ 500,Pix,9,07/03/2018,Danubia Silva,danubiasilva@hotmail.com,68,952349208
Produto C,R$ 1000,Boleto Bancário,10,27/07/2018,Alefy Souza,alefysouza@yahoo.com,37,983066319
Produto B,R$ 750,Cartão de Crédito,1,19/02/2018,Jhonn Santos,jhonnsantos@gmail.com,16,928760869
Produto C,R$ 750,Pix,8,16/10/2018,Mariana Souza,marianasouza@yahoo.com,62,973247143
Produto C,R$ 1200,Pix,6,28/05/2018,Elaine Souza,elainesouza@hotmail.com,97,962659716
Produto A,R$ 500,Cartão de Crédito,1,18/10/2018,Bianca Santos,biancasantos@hotmail.com,14,999133222
Produto C,R$ 1000,Pix,12,25/02/2018,Bianca Silva,biancasilva@outlook.com,13,985487242
Produto C,R$ 750,Cartão de Crédito,1,03/12/2018,Bianca Almeida,biancaalmeida@gmail.com,31,953146606
Produto A,R$ 500,Pix,8,15/02/2018,Tonny Almeida,tonnyalmeida@outlook.com,28,956861502
Produto A,R$ 1000,Boleto Bancário,5,07/12/2018,Paula Souza,paulasouza@hotmail.com,40,970084784
Produto A,R$ 500,Boleto Bancário,8,18/05/2018,Jonatas Almeida,jonatasalmeida@yahoo.com,35,909498457
Produto C,R$ 500,Boleto Bancário,5,30/08/2018,Rafael Pereira,rafaelpereira@yahoo.com,37,913238743
Produto C,R$ 1200,Cartão de Crédito,4,23/06/2018,Alefy Almeida,alefyalmeida@outlook.com,99,921206851
Produto C,R$ 750,Boleto Bancário,2,25/10/2018,Tamires Oliveira,tamiresoliveira@hotmail.com,88,932186131
Produto A,R$ 1000,Boleto Bancário,6,28/11/2018,Lucas Silva,lucassilva@gmail.com,33,945910537
Produto A,R$ 1000,Pix,7,16/11/2018,Samuel Martins,samuelmartins@hotmail.com,53,971318476
Produto C,R$ 500,Boleto Bancário,12,20/08/2018,Jonatas Souza,jonatassouza@outlook.com,43,933590343
Produto C,R$ 1200,Boleto Bancário,7,08/12/2018,Tonny Oliveira,tonnyoliveira@yahoo.com,55,928732856
Produto B,R$ 750,Boleto Bancário,1,05/02/2018,Samuel Pereira,samuelpereira@outlook.com,93,986078251
Produto B,R$ 1200,Pix,2,14/10/2018,Mariana Santos,marianasantos@gmail.com,98,935849780
Produto A,R$ 750,Pix,7,23/07/2018,Pedro Santos,pedrosantos@gmail.com,38,967443508
Produto A,R$ 750,Pix,12,02/02/2018,Tércio Souza,térciosouza@hotmail.com,30,985923610
Produto B,R$ 1200,Cartão de Crédito,6,22/02/2018,Tonny Almeida,tonnyalmeida@gmail.com,57,982077498
Produto A,R$ 1200,Pix,12,22/01/2018,Pedro Martins,pedromartins@gmail.com,12,915601222
Produto B,R$ 750,Pix,2,15/11/2018,Jhonn Pereira,jhonnpereira@gmail.com,12,953507164
Produto C,R$ 1200,Boleto Bancário,12,11/11/2018,Paula Silva,paulasilva@yahoo.com,44,945038576
Produto B,R$ 500,Cartão de Crédito,7,16/11/2018,Bianca Santos,biancasantos@hotmail.com,67,926681669
Produto C,R$ 750,Boleto Bancário,7,23/05/2018,Jonatas Almeida,jonatasalmeida@gmail.com,68,927691360
Produto C,R$ 500,Boleto Bancário,7,16/11/2018,Danubia Martins,danubiamartins@gmail.com,55,958977997
Produto C,R$ 1200,Cartão de Crédito,5,04/07/2018,Presley Santos,presleysantos@hotmail.com,30,920492395
Produto A,R$ 1000,Pix,1,30/04/2018,Danubia Oliveira,danubiaoliveira@hotmail.com,63,914650411
Produto B,R$ 750,Cartão de Crédito,10,16/03/2018,Presley Oliveira,presleyoliveira@gmail.com,25,944440199
Produto A,R$ 1000,Pix,12,12/09/2018,Jonatas Souza,jonatassouza@hotmail.com,83,981833765
Produto C,R$ 750,Pix,12,31/07/2018,Alefy Souza,alefysouza@yahoo.com,42,921295355
Produto C,R$ 1000,Cartão de Crédito,3,11/06/2018,Danubia Oliveira,danubiaoliveira@outlook.com,60,939335350
Produto B,R$ 1000,Boleto Bancário,1,22/09/2018,Jonatas Almeida,jonatasalmeida@gmail.com,44,987121194
Produto C,R$ 500,Boleto Bancário,12,02/06/2018,Rafael Pereira,rafaelpereira@outlook.com,24,903882714
Produto B,R$ 1000,Cartão de Crédito,9,23/06/2018,Presley Silva,presleysilva@yahoo.com,69,961127765
Produto B,R$ 750,Pix,7,30/11/2018,Tércio Martins,térciomartins@outlook.com,89,948516275
Produto B,R$ 1000,Boleto Bancário,12,18/07/2018,Tércio Santos,térciosantos@hotmail.com,28,912222253
Produto A,R$ 750,Cartão de Crédito,1,10/04/2018,Mariana Costa,marianacosta@hotmail.com,53,935648241
Produto B,R$ 500,Cartão de Crédito,1,31/12/2018,Alefy Oliveira,alefyoliveira@hotmail.com,84,992192480
Produto C,R$ 750,Boleto Bancário,11,28/11/2018,Elaine Martins,elainemartins@outlook.com,81,913809977
Produto B,R$ 1000,Pix,6,06/01/2018,Danubia Oliveira,danubiaoliveira@hotmail.com,67,932396708
Produto B,R$ 500,Cartão de Crédito,2,18/05/2018,Danubia Souza,danubiasouza@yahoo.com,92,982067319
Produto C,R$ 500,Pix,7,03/11/2018,Paula Oliveira,paulaoliveira@hotmail.com,96,980373642
Produto A,R$ 500,Cartão de Crédito,3,20/08/2018,Presley Silva,presleysilva@outlook.com,32,914860081
Produto A,R$ 1000,Cartão de Crédito,6,08/03/2018,Danubia Pereira,danubiapereira@hotmail.com,62,930287602
Produto B,R$ 500,Boleto Bancário,4,31/05/2018,Alefy Santos,alefysantos@hotmail.com,70,901031945
Produto C,R$ 1000,Boleto Bancário,12,19/03/2018,Presley Silva,presleysilva@hotmail.com,22,936057205
Produto A,R$ 500,Boleto Bancário,8,06/06/2018,Paula Almeida,paulaalmeida@hotmail.com,42,984520541
Produto C,R$ 1200,Cartão de Crédito,4,02/07/2018,Pedro Oliveira,pedrooliveira@outlook.com,85,952428853
Produto B,R$ 1200,Pix,2,09/11/2018,Presley Souza,presleysouza@yahoo.com,98,902810573
Produto C,R$ 1000,Pix,12,06/04/2018,Presley Oliveira,presleyoliveira@yahoo.com,80,996064654
Produto B,R$ 1200,Cartão de Crédito,11,04/06/2018,Paula Santos,paulasantos@outlook.com,25,968044617
Produto B,R$ 750,Cartão de Crédito,4,07/07/2018,Lucas Pereira,lucaspereira@gmail.com,63,960274347
Produto B,R$ 750,Cartão de Crédito,11,08/07/2018,Samuel Almeida,samuelalmeida@hotmail.com,91,947390831
Produto C,R$ 1200,Pix,6,31/07/2018,Pedro Almeida,pedroalmeida@outlook.com,33,920342111
Produto C,R$ 750,Cartão de Crédito,8,20/11/2018,Tamires Martins,tamiresmartins@yahoo.com,75,987052200
Produto C,R$ 1000,Pix,12,05/06/2018,Tamires Pereira,tamirespereira@hotmail.com,78,910378229
Produto C,R$ 500,Boleto Bancário,5,05/06/2018,Jonatas Martins,jonatasmartins@yahoo.com,75,980997329
Produto B,R$ 1000,Pix,9,15/01/2018,Alefy Costa,alefycosta@hotmail.com,47,909659687
Produto B,R$ 500,Boleto Bancário,10,24/05/2018,Danubia Almeida,danubiaalmeida@outlook.com,45,925090023
Produto A,R$ 1000,Cartão de Crédito,12,01/02/2018,Paula Oliveira,paulaoliveira@outlook.com,46,915669695
Produto B,R$ 750,Boleto Bancário,5,16/07/2018,Mariana Oliveira,marianaoliveira@gmail.com,81,990918874
Produto C,R$ 750,Cartão de Crédito,3,22/05/2018,Tonny Silva,tonnysilva@gmail.com,97,904929893
Produto B,R$ 750,Cartão de Crédito,11,08/07/2018,Paula Martins,paulamartins@hotmail.com,90,976835318
Produto B,R$ 1000,Pix,5,06/02/2018,Pedro Pereira,pedropereira@yahoo.com,70,918327795
Produto A,R$ 1000,Cartão de Crédito,2,09/09/2018,Tamires Santos,tamiressantos@hotmail.com,26,998243556
Produto A,R$ 750,Cartão de Crédito,9,09/06/2018,Lucas Martins,lucasmartins@gmail.com,33,986472263
Produto A,R$ 500,Cartão de Crédito,7,07/04/2018,Mariana Almeida,marianaalmeida@yahoo.com,52,996336527
Produto B,R$ 1000,Boleto Bancário,7,16/04/2018,Tamires Silva,tamiressilva@gmail.com,65,986336983
Produto B,R$ 1000,Cartão de Crédito,8,04/12/2018,Presley Martins,presleymartins@hotmail.com,16,964282682
Produto B,R$ 1200,Pix,3,16/03/2018,Jhonn Almeida,jhonnalmeida@outlook.com,50,972763356
Produto A,R$ 500,Boleto Bancário,3,07/01/2018,Bianca Pereira,biancapereira@gmail.com,85,901032990
Produto A,R$ 750,Cartão de Crédito,8,17/07/2018,Danubia Costa,danubiacosta@gmail.com,75,901855877
Produto C,R$ 500,Pix,4,25/12/2018,Mariana Pereira,marianapereira@outlook.com,93,916673451
Produto C,R$ 500,Pix,7,17/01/2018,Tonny Santos,tonnysantos@hotmail.com,53,956325778
Produto B,R$ 500,Boleto Bancário,3,12/09/2018,Lucas Pereira,lucaspereira@gmail.com,58,997786675
Produto B,R$ 750,Pix,4,05/02/2018,Lucas Souza,lucassouza@yahoo.com,44,963799644
Produto B,R$ 1200,Boleto Bancário,2,12/08/2018,Jhonn Costa,jhonncosta@yahoo.com,60,974273318
Produto A,R$ 1200,Cartão de Crédito,11,09/03/2018,Tamires Costa,tamirescosta@outlook.com,68,952065468
Produto B,R$ 1200,Boleto Bancário,10,15/01/2018,Pedro Pereira,pedropereira@outlook.com,84,991260370
Produto A,R$ 1200,Pix,5,11/07/2018,Jhonn Silva,jhonnsilva@outlook.com,87,928825605
Produto B,R$ 500,Boleto Bancário,1,08/05/2018,Rafael Martins,rafaelmartins@outlook.com,90,995993773
Produto C,R$ 1000,Boleto Bancário,6,31/05/2018,Alefy Almeida,alefyalmeida@outlook.com,30,997062480
Produto A,R$ 1000,Boleto Bancário,3,08/04/2018,Pedro Pereira,pedropereira@gmail.com,34,937907629
Produto C,R$ 1200,Cartão de Crédito,4,13/09/2018,Lucas Almeida,lucasalmeida@hotmail.com,59,919669534
Produto C,R$ 1200,Pix,8,03/03/2018,Jhonn Almeida,jhonnalmeida@hotmail.com,95,927640884
Produto A,R$ 500,Pix,11,12/02/2018,Samuel Oliveira,samueloliveira@yahoo.com,98,903460534
Produto B,R$ 1000,Cartão de Crédito,7,24/02/2018,Rafael Martins,rafaelmartins@yahoo.com,66,911454948
Produto B,R$ 1200,Boleto Bancário,7,01/09/2018,Tonny Pereira,tonnypereira@gmail.com,26,913917342
Produto B,R$ 500,Boleto Bancário,8,05/02/2018,Elaine Almeida,elainealmeida@gmail.com,99,993776984
Produto A,R$ 750,Pix,5,29/05/2018,Tércio Almeida,tércioalmeida@hotmail.com,95,905431672
Produto C,R$ 1200,Boleto Bancário,11,17/12/2018,Jonatas Santos,jonatassantos@outlook.com,20,996777738
Produto B,R$ 750,Cartão de Crédito,4,04/06/2018,Alefy Costa,alefycosta@yahoo.com,14,972412609
Produto C,R$ 1000,Cartão de Crédito,4,24/10/2018,Danubia Oliveira,danubiaoliveira@hotmail.com,62,902239041
Produto A,R$ 500,Cartão de Crédito,5,18/03/2018,Pedro Santos,pedrosantos@hotmail.com,40,983927439
Produto C,R$ 750,Pix,12,27/08/2018,Pedro Martins,pedromartins@outlook.com,34,948556566
Produto C,R$ 500,Boleto Bancário,5,28/03/2018,Tércio Santos,térciosantos@hotmail.com,65,997190745
Produto A,R$ 1200,Pix,4,18/03/2018,Paula Costa,paulacosta@gmail.com,40,919153972
Produto B,R$ 750,Pix,12,01/10/2018,Samuel Souza,samuelsouza@hotmail.com,25,947701704
Produto A,R$ 500,Boleto Bancário,7,11/07/2018,Lucas Costa,lucascosta@hotmail.com,13,996666747
Produto C,R$ 1000,Pix,11,13/09/2018,Alefy Almeida,alefyalmeida@gmail.com,57,901108330
Produto C,R$ 500,Boleto Bancário,7,11/08/2018,Mariana Oliveira,marianaoliveira@gmail.com,79,982829995
Produto C,R$ 1000,Boleto Bancário,2,01/10/2018,Tonny Pereira,tonnypereira@gmail.com,57,948469939
Produto C,R$ 750,Cartão de Crédito,6,20/06/2018,Presley Santos,presleysantos@gmail.com,78,954859389
Produto C,R$ 500,Pix,12,03/08/2018,Jonatas Costa,jonatascosta@hotmail.com,75,976252155
Produto A,R$ 1200,Cartão de Crédito,6,25/08/2018,Elaine Silva,elainesilva@yahoo.com,33,957548420
Produto C,R$ 1000,Pix,4,04/03/2018,Jonatas Oliveira,jonatasoliveira@gmail.com,48,995923222
Produto A,R$ 1200,Boleto Bancário,7,07/12/2018,Danubia Costa,danubiacosta@outlook.com,78,931292025
Produto B,R$ 1200,Boleto Bancário,5,21/11/2018,Tonny Almeida,tonnyalmeida@yahoo.com,82,924076458
Produto C,R$ 1200,Cartão de Crédito,11,06/05/2018,Tamires Costa,tamirescosta@gmail.com,20,917635206
Produto B,R$ 750,Boleto Bancário,9,18/10/2018,Danubia Almeida,danubiaalmeida@outlook.com,98,958465714
Produto B,R$ 1200,Cartão de Crédito,5,13/07/2018,Jonatas Pereira,jonataspereira@yahoo.com,75,937090028
Produto C,R$ 1200,Boleto Bancário,4,30/11/2018,Rafael Santos,rafaelsantos@yahoo.com,17,982113145
Produto A,R$ 500,Boleto Bancário,8,10/06/2018,Jonatas Silva,jonatassilva@yahoo.com,95,910700090
Produto B,R$ 500,Pix,12,19/08/2018,Rafael Silva,rafaelsilva@gmail.com,29,933429183
Produto C,R$ 500,Cartão de Crédito,11,10/06/2018,Tércio Oliveira,térciooliveira@gmail.com,60,960132506
Produto C,R$ 1000,Cartão de Crédito,5,21/09/2018,Jonatas Santos,jonatassantos@hotmail.com,43,917233444
Produto B,R$ 750,Cartão de Crédito,8,06/05/2018,Mariana Santos,marianasantos@outlook.com,68,992338271
Produto A,R$ 500,Pix,2,18/01/2018,Samuel Silva,samuelsilva@gmail.com,91,968514121
Produto A,R$ 1000,Pix,9,05/05/2018,Mariana Souza,marianasouza@hotmail.com,97,993413236
Produto A,R$ 750,Cartão de Crédito,4,15/09/2018,Samuel Costa,samuelcosta@gmail.com,45,993216362
Produto B,R$ 1200,Pix,5,06/03/2018,Paula Souza,paulasouza@hotmail.com,24,901235428
Produto C,R$ 1000,Cartão de Crédito,1,19/06/2018,Alefy Santos,alefysantos@gmail.com,46,904385392
Produto B,R$ 1200,Pix,9,06/06/2018,Rafael Pereira,rafaelpereira@yahoo.com,54,920333564
Produto C,R$ 500,Cartão de Crédito,10,25/05/2018,Elaine Souza,elainesouza@outlook.com,18,948882604
Produto B,R$ 1000,Boleto Bancário,8,18/07/2018,Mariana Costa,marianacosta@hotmail.com,27,980759977
Produto A,R$ 500,Cartão de Crédito,9,09/05/2018,Tamires Martins,tamiresmartins@yahoo.com,76,986194018
Produto A,R$ 500,Pix,12,05/08/2018,Rafael Almeida,rafaelalmeida@gmail.com,31,927153492
Produto C,R$ 1200,Pix,8,24/02/2018,Danubia Costa,danubiacosta@outlook.com,88,933444337
Produto A,R$ 1200,Boleto Bancário,1,14/03/2018,Lucas Oliveira,lucasoliveira@hotmail.com,28,994809361
Produto C,R$ 1200,Cartão de Crédito,1,31/12/2018,Elaine Souza,elainesouza@yahoo.com,24,917719216
Produto A,R$ 1200,Boleto Bancário,11,15/12/2018,Jhonn Costa,jhonncosta@gmail.com,45,962393837
Produto B,R$ 750,Cartão de Crédito,9,03/05/2018,Rafael Costa,rafaelcosta@gmail.com,23,977518570
Produto C,R$ 1200,Cartão de Crédito,1,16/03/2018,Paula Martins,paulamartins@outlook.com,55,945938597
Produto C,R$ 500,Cartão de Crédito,1,28/01/2018,Elaine Almeida,elainealmeida@outlook.com,97,991102935
Produto A,R$ 1000,Cartão de Crédito,8,21/11/2018,Rafael Silva,rafaelsilva@gmail.com,18,914500877
Produto B,R$ 500,Boleto Bancário,2,13/06/2018,Elaine Pereira,elainepereira@hotmail.com,28,982728317
Produto B,R$ 1000,Pix,1,16/09/2018,Jhonn Oliveira,jhonnoliveira@hotmail.com,51,956623143
Produto A,R$ 750,Cartão de Crédito,12,11/12/2018,Tamires Souza,tamiressouza@hotmail.com,13,942436620
Produto A,R$ 1200,Pix,2,03/08/2018,Mariana Santos,marianasantos@hotmail.com,25,905829505
Produto A,R$ 500,Boleto Bancário,10,13/09/2018,Lucas Costa,lucascosta@gmail.com,79,966461482
Produto B,R$ 1000,Cartão de Crédito,9,25/06/2018,Presley Souza,presleysouza@gmail.com,61,907016053
Produto C,R$ 1000,Cartão de Crédito,3,04/10/2018,Alefy Pereira,alefypereira@hotmail.com,85,963130494
Produto C,R$ 1200,Boleto Bancário,11,25/04/2018,Bianca Souza,biancasouza@hotmail.com,52,910946270
Produto C,R$ 1200,Cartão de Crédito,12,27/09/2018,Paula Oliveira,paulaoliveira@gmail.com,59,926870485
Produto C,R$ 500,Pix,7,08/12/2018,Lucas Pereira,lucaspereira@yahoo.com,20,963953904
Produto C,R$ 1000,Pix,4,06/11/2018,Danubia Pereira,danubiapereira@gmail.com,59,936465127
Produto C,R$ 1000,Cartão de Crédito,1,02/08/2018,Alefy Souza,alefysouza@yahoo.com,40,919428131
Produto B,R$ 1200,Pix,11,18/08/2018,Tércio Almeida,tércioalmeida@hotmail.com,22,910714081
Produto A,R$ 1200,Pix,9,17/03/2018,Tércio Almeida,tércioalmeida@gmail.com,16,982221221
Produto A,R$ 750,Boleto Bancário,11,29/06/2018,Tércio Costa,térciocosta@gmail.com,93,946557667
Produto B,R$ 1000,Pix,8,09/12/2018,Jhonn Costa,jhonncosta@gmail.com,22,905426728
Produto C,R$ 750,Cartão de Crédito,4,14/03/2018,Rafael Oliveira,rafaeloliveira@hotmail.com,12,925044183
Produto A,R$ 750,Cartão de Crédito,5,26/09/2018,Tércio Oliveira,térciooliveira@gmail.com,54,980806645
Produto B,R$ 1200,Cartão de Crédito,7,30/10/2018,Presley Pereira,presleypereira@gmail.com,95,900818424
Produto A,R$ 1000,Cartão de Crédito,6,10/12/2018,Lucas Oliveira,lucasoliveira@hotmail.com,17,964567027
Produto B,R$ 500,Cartão de Crédito,3,15/10/2018,Paula Pereira,paulapereira@gmail.com,68,915867670
Produto B,R$ 1000,Pix,6,28/11/2018,Tamires Souza,tamiressouza@hotmail.com,94,983350191
Produto B,R$ 500,Boleto Bancário,12,20/09/2018,Tonny Santos,tonnysantos@outlook.com,61,934343045
Produto C,R$ 500,Boleto Bancário,4,08/07/2018,Paula Silva,paulasilva@gmail.com,61,948323884
Produto A,R$ 750,Pix,1,23/10/2018,Tércio Santos,térciosantos@yahoo.com,66,939334176
Produto A,R$ 1200,Cartão de Crédito,9,13/05/2018,Pedro Pereira,pedropereira@hotmail.com,27,990987828
Produto C,R$ 1000,Pix,6,26/10/2018,Presley Costa,presleycosta@gmail.com,19,901056342
Produto B,R$ 750,Boleto Bancário,2,10/09/2018,Tonny Martins,tonnymartins@outlook.com,73,942162618
Produto C,R$ 1000,Boleto Bancário,6,25/11/2018,Rafael Almeida,rafaelalmeida@outlook.com,37,957709246
Produto C,R$ 500,Cartão de Crédito,7,19/10/2018,Mariana Costa,marianacosta@outlook.com,91,908179489
Produto A,R$ 500,Pix,5,29/10/2018,Tércio Oliveira,térciooliveira@outlook.com,77,976584536
Produto A,R$ 1000,Cartão de Crédito,4,15/01/2018,Paula Silva,paulasilva@yahoo.com,76,988334988
Produto C,R$ 1000,Pix,10,17/11/2018,Tonny Silva,tonnysilva@hotmail.com,30,972567180
Produto B,R$ 1200,Pix,10,04/10/2018,Presley Martins,presleymartins@yahoo.com,66,942007302
Produto B,R$ 1200,Pix,9,23/10/2018,Tonny Martins,tonnymartins@hotmail.com,68,911689024
Produto A,R$ 1000,Boleto Bancário,5,07/08/2018,Paula Almeida,paulaalmeida@gmail.com,57,980062185
Produto A,R$ 500,Cartão de Crédito,11,09/10/2018,Pedro Costa,pedrocosta@outlook.com,98,966046629
Produto B,R$ 750,Pix,6,27/03/2018,Jonatas Santos,jonatassantos@outlook.com,99,990967205
Produto C,R$ 1200,Cartão de Crédito,6,13/08/2018,Tércio Costa,térciocosta@outlook.com,59,948721862
Produto C,R$ 1200,Pix,11,31/05/2018,Presley Martins,presleymartins@outlook.com,59,973729849
Produto B,R$ 1000,Cartão de Crédito,8,13/06/2018,Rafael Souza,rafaelsouza@yahoo.com,37,998964131
Produto B,R$ 1000,Cartão de Crédito,1,14/04/2018,Jhonn Costa,jhonncosta@hotmail.com,24,909575463
Produto A,R$ 750,Cartão de Crédito,2,08/03/2018,Jhonn Almeida,jhonnalmeida@outlook.com,15,996807822
Produto A,R$ 1000,Boleto Bancário,5,21/03/2018,Lucas Silva,lucassilva@hotmail.com,84,956902599
Produto B,R$ 500,Cartão de Crédito,6,12/01/2018,Jonatas Oliveira,jonatasoliveira@hotmail.com,51,905411475
Produto A,R$ 1000,Boleto Bancário,11,19/07/2018,Mariana Almeida,marianaalmeida@hotmail.com,69,984452592
Produto C,R$ 750,Boleto Bancário,6,09/03/2018,Pedro Oliveira,pedrooliveira@gmail.com,67,968228135
Produto A,R$ 1000,Cartão de Crédito,6,05/03/2018,Samuel Almeida,samuelalmeida@yahoo.com,30,967061961
Produto C,R$ 750,Cartão de Crédito,9,24/09/2018,Samuel Pereira,samuelpereira@gmail.com,25,984901339
Produto B,R$ 1200,Cartão de Crédito,2,15/06/2018,Lucas Santos,lucassantos@outlook.com,69,925429220
Produto A,R$ 500,Boleto Bancário,8,14/01/2018,Tonny Pereira,tonnypereira@gmail.com,98,955279905
Produto B,R$ 750,Pix,5,28/02/2018,Tonny Silva,tonnysilva@gmail.com,33,949206706
Produto A,R$ 1000,Cartão de Crédito,11,17/08/2018,Jonatas Santos,jonatassantos@outlook.com,18,952400587
Produto B,R$ 500,Cartão de Crédito,8,16/03/2018,Alefy Costa,alefycosta@gmail.com,11,994558354
Produto B,R$ 1000,Cartão de Crédito,9,21/11/2018,Danubia Oliveira,danubiaoliveira@yahoo.com,26,923730475
Produto A,R$ 500,Pix,8,24/03/2018,Pedro Martins,pedromartins@outlook.com,68,950395853
Produto B,R$ 500,Pix,10,06/06/2018,Paula Pereira,paulapereira@hotmail.com,93,932495937
Produto A,R$ 1200,Pix,9,28/06/2018,Elaine Souza,elainesouza@outlook.com,87,910278837
Produto A,R$ 1200,Boleto Bancário,1,06/12/2018,Danubia Silva,danubiasilva@gmail.com,18,965770306
Produto B,R$ 750,Pix,7,21/06/2018,Mariana Oliveira,marianaoliveira@yahoo.com,25,902807676
Produto B,R$ 500,Boleto Bancário,2,18/03/2018,Danubia Costa,danubiacosta@hotmail.com,36,955245721
